id,predicted_age,confidence,explanation,d_age,difference
118,32.0,0.75,"The user prioritizes 'Love' and seeks a relationship lasting 'Several years,' indicating a desire for a serious, committed partnership without necessarily jumping to 'the rest of my life.' This, combined with high self-confidence, being usually open with feelings, and a strong stance against drugs (never uses, won't date users), suggests maturity past the early 20s. Being an Atheist and finding religion 'Not at all important' is also common in younger and middle-aged adults. These factors collectively point to someone likely in their late 20s to mid-30s, actively seeking a stable relationship.",28.0,4.0
119,29.0,0.7,"The user prioritizes 'Love' over 'Sex' and explicitly desires a relationship lasting 'The rest of my life', indicating a strong focus on long-term commitment. This, combined with being 'Totally willing' to meet in person and having established preferences (like not dating someone messy), suggests someone past the casual dating phase but still enthusiastic and open. Her personal choice to 'Never' use drugs while being open to a partner using 'soft stuff like marijuana' shows a balance of personal discipline and modern tolerance, characteristic of individuals in their late 20s to early 30s who are serious about finding a life partner.",32.0,3.0
120,25.0,0.85,"The user's preference for a relationship lasting 'A few months to a year' and their current focus on 'Sex' are strong indicators of someone in their early to mid-twenties. This demographic is often exploring dating without immediately seeking long-term commitment. Their high willingness to meet in person and lack of religious importance also align with a younger, active dater profile.",25.0,0.0
121,35.0,0.85,"The user's strong desire for a relationship lasting 'The rest of my life' and being 'Always' open with feelings suggests emotional maturity and a focus on long-term commitment, typically found in individuals in their late 20s to 40s. While prioritizing 'Sex' currently might hint at a younger demographic, it's not incompatible with a mature adult seeking a serious relationship. The 'Extremely important' religious value further supports a stable, committed individual. A mid-30s age best fits this combination of traits.",35.0,0.0
123,31.0,0.75,"The user is a woman prioritizing 'Love' over 'Sex' and seeking a relationship lasting 'A few months to a year,' suggesting she's past casual dating but not necessarily looking to settle down immediately. Her 'Higher than average' self-confidence, willingness to be 'Usually' open with feelings, and preference for partners who 'Never' use drugs and are not 'really messy' point towards someone who has established her values and is looking for a stable, emotionally mature connection, aligning well with someone in their late 20s to early 30s.",26.0,5.0
122,32.0,0.75,"The user prioritizes 'Love' and desires a relationship lasting 'Several years', indicating a serious approach to dating past casual encounters. Their strict stance against drugs and desire for a tidy partner suggests a more settled, stable lifestyle. While self-confidence is 'Below average' and openness 'Rarely', which could fit various ages, the strong long-term relationship focus points towards someone in their late 20s to mid-30s who is actively seeking a life partner.",25.0,7.0
124,27.0,0.8,"The user prioritizes 'Sex' over 'Love', is an atheist, uses drugs 'Sometimes', and explicitly states a desire for relationships lasting 'A few months to a year'. This combination, particularly the specific relationship duration preference, points to someone in their mid-to-late twenties who is exploring their interests and not yet seeking a long-term commitment.",20.0,7.0
125,33.0,0.85,"The user's strong desire for a relationship lasting 'The rest of my life' and focus on 'Love' indicate a commitment-oriented individual. Combined with 'Usually' being open with feelings and 'Higher than average' self-confidence, this profile suggests someone who has matured past casual dating and is seriously seeking a long-term partner, often characteristic of individuals in their late 20s to late 30s.",43.0,10.0
126,32.0,0.8,"The user prioritizes 'Sex' over 'Love' currently and is 'Totally willing' to meet, suggesting an active and confident approach to dating. Their desired relationship length is 'Several years', indicating a preference for a serious but not necessarily lifelong commitment, which is common in late 20s to early 30s. While they 'Never' use drugs, they are tolerant of dating someone who uses 'soft stuff like marijuana', showing a nuanced perspective often found in this age group. High self-confidence and atheism are also consistent with this demographic.",41.0,9.0
127,35.0,0.8,"The user prioritizes 'Love' over sex and explicitly wants her next relationship to last 'The rest of my life', indicating a strong desire for long-term commitment. Her stance on drugs ('Never' uses and 'No' to dating users) combined with 'Usually' being open with feelings suggests maturity and a stable lifestyle. These factors align well with someone in their mid-thirties who is past the exploratory phase of dating and is seeking a serious, lasting partnership.",27.0,8.0
128,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '19s'}]}}",34.0,
129,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '18s'}]}}",31.0,
130,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '16s'}]}}",38.0,
131,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '11s'}]}}",32.0,
133,30.0,0.75,"The user's preference for relationships lasting 'a few months to a year,' coupled with prioritizing 'Sex' and being vegetarian/vegan, suggests an individual in their late 20s or early 30s who is actively exploring relationships but not necessarily seeking immediate lifelong commitment.",28.0,2.0
132,34.0,0.75,"The strong desire for a 'rest of my life' relationship indicates maturity and a focus on long-term commitment, moving past early dating exploration. This aligns with someone in their late 20s to 40s. The user's atheism and openness to a partner using 'soft drugs' suggest a modern outlook more commonly found in younger to middle-aged demographics. This combination points towards someone in their early to mid-thirties, seeking a serious relationship while maintaining contemporary views.",32.0,2.0
134,31.0,0.75,"The user's strong desire for a relationship to last 'The rest of my life' and prioritizing 'Love' over 'Sex' are key indicators of someone seeking a serious, long-term commitment. Combined with 'Extremely important' religious beliefs, a preference for a stable, drug-free, and tidy partner, this profile is highly consistent with individuals in their late 20s to mid-30s who are actively looking to settle down and build a life with a partner.",25.0,6.0
135,33.0,0.75,"The user desires a relationship lasting 'several years,' suggesting a serious approach to commitment without necessarily aiming for lifelong partnership immediately. Their strict 'never' stance on drugs and unwillingness to date drug users, combined with a 'hesitant but open' attitude toward meeting in person, indicates a responsible and discerning individual past the experimental phases of early adulthood. 'Rarely open with feelings' also points towards a more reserved maturity. These factors collectively align with someone in their early to mid-thirties.",38.0,5.0
136,29.0,0.75,"The user identifies as Atheist and finds religion 'Not at all important,' which is a strong indicator for younger demographics (late 20s to early 30s). Their desire for a relationship lasting 'Several years' suggests they are past the stage of casual dating but not necessarily looking for 'the rest of my life' yet, which also aligns with this age range. The focus on 'Love' and being 'Totally willing!' to meet in person indicates an active and serious approach to dating.",25.0,4.0
138,31.0,0.75,"The user's preference for a relationship lasting 'A few months to a year' strongly suggests an individual who is past the casual dating phase but not yet seeking a lifetime commitment, which is common in the late 20s to early 30s. This is supported by valuing 'Love' over 'Sex', usually being open with feelings, and an aversion to drug use, indicating a level of emotional maturity.",25.0,6.0
137,33.0,0.75,"The user's strong desire for a relationship 'The rest of my life' and prioritization of 'Love' over 'Sex' indicates a mature individual seeking long-term commitment. Their 'Never' drug use and unwillingness to date drug users suggest stable, conventional values. This, combined with their active 'Totally willing!' stance to meet in person, points to someone past the exploratory phase of early adulthood but still actively and enthusiastically engaged in dating, fitting well into their late 20s or 30s.",46.0,13.0
139,34.0,0.8,"The user prioritizes 'Love' over 'Sex' and desires their next relationship to last 'Several years', indicating a focus on serious, long-term commitment rather than casual dating. This, combined with being 'Totally willing!' to meet in person, suggests an active, mature individual likely in their late 20s to late 30s who is past the exploratory dating phase and seeking a stable partnership. An age of 34 aligns well with these motivations.",23.0,11.0
140,34.0,0.75,"The user's strong desire for a relationship to last 'The rest of my life' and prioritizing 'Love' over 'Sex' right now are key indicators of someone seeking a serious, long-term partnership. This often characterizes individuals in their late 20s to late 30s who are looking to settle down. The aversion to drugs ('Never' uses, 'No' to dating users) and messiness further supports a preference for stability and maturity. A mid-thirties estimate aligns well with these motivations and life stage.",34.0,0.0
141,33.0,0.75,"The user is seeking a very long-term relationship ('The rest of my life') and exhibits emotional maturity ('Usually' open with feelings, 'Love' over 'Sex'). Their open-mindedness towards dating someone who uses 'soft drugs' (while personally abstaining) combined with a vegetarian/vegan lifestyle, suggests someone in their late 20s to late 30s who is serious about commitment but maintains a progressive outlook.",21.0,12.0
142,32.0,0.8,"The user prioritizes 'Love' and seeks a relationship lasting 'Several years,' indicating a desire for a significant, but not necessarily lifelong, commitment. This, combined with a 'Totally willing' approach to meeting in person and tolerance for 'soft drugs' (consistent with their own 'Sometimes' drug use), suggests someone mature enough for a serious relationship but still active in modern dating culture. This profile typically aligns well with individuals in their late 20s to mid-30s.",27.0,5.0
143,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '17s'}]}}",25.0,
144,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '14s'}]}}",34.0,
145,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '13s'}]}}",39.0,
146,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '11s'}]}}",43.0,
147,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '9s'}]}}",25.0,
150,32.0,0.75,"The user prioritizes 'Love' and desires a relationship lasting 'The rest of my life,' indicating a strong commitment to finding a long-term partner. Her 'Extremely important' religious views, 'Never' drug use, and unwillingness to date messy or drug-using individuals suggest a preference for stability and traditional values. These characteristics are common for women in their late 20s to mid-30s who are looking to settle down.",30.0,2.0
152,29.0,0.8,"The user's strong desire for a 'The rest of my life' relationship and preference for 'Love' over 'Sex' strongly indicate a focus on serious, long-term commitment, common for individuals past their early twenties. Her clean lifestyle preferences ('Never' drugs, 'No' to dating messy people) and cautious yet open approach to meeting ('Hesitant, but I'd certainly consider it') suggest a mature but still actively dating demographic, fitting well into the late 20s or early 30s age range.",32.0,3.0
151,32.0,0.8,"The user prioritizes 'Love' and desires a relationship lasting 'The rest of my life,' indicating a serious approach to dating. Their vegetarian/vegan lifestyle, combined with religion being 'Not at all important' and a willingness to date someone who uses 'soft stuff like marijuana,' suggests a modern and progressive outlook. These characteristics, particularly the blend of seeking long-term commitment with contemporary lifestyle choices and open-mindedness, are frequently observed in individuals in their late 20s to mid-30s.",36.0,4.0
149,32.0,0.75,"The user prioritizes 'Love' and desires a relationship lasting 'Several years,' indicating a mature approach to dating beyond casual encounters, but not necessarily 'the rest of my life' yet. Low importance of religion and tolerance for 'soft stuff like marijuana' in a partner align with modern social attitudes often seen in younger to middle-aged adults. Combined with 'Higher than average' self-confidence and being 'Usually' open with feelings, these traits suggest someone in their late 20s to mid-30s who is emotionally mature and seeking a serious connection.",39.0,7.0
148,24.0,0.8,"The user's desire for a relationship lasting 'A few months to a year' is a strong indicator of someone in their early to mid-twenties, past casual hookups but not yet seeking very long-term commitment. Prioritizing 'Sex' over 'Love' currently, finding religion 'Not at all important', and being 'Totally willing!' to meet in person also align with a younger, actively dating demographic.",46.0,22.0
153,32.0,0.75,"The user's preference for a relationship lasting 'A few months to a year' suggests a pragmatic approach to dating, typical of someone who has some experience but isn't necessarily looking for immediate lifelong commitment. Coupled with an openness to 'soft stuff like marijuana' and identifying as 'Atheism,' these factors strongly indicate a person in their late 20s to mid-30s, actively exploring relationships without extreme long-term pressure.",22.0,10.0
155,35.0,0.85,"The user's strong desire for a relationship lasting 'The rest of my life' and prioritizing 'Love' over 'Sex' are key indicators of someone seeking a serious, long-term commitment. This, combined with a clear stance against drug use ('Never' and 'No' to dating drug users) and a cautious yet open approach to meeting people ('Hesitant, but I'd certainly consider it'), suggests a grounded individual likely past their early twenties exploratory phase, making their 30s a probable age range for someone seeking this level of stability and commitment.",28.0,7.0
154,31.0,0.75,"The user's strong desire for a long-term relationship ('The rest of my life') and focus on 'Love' over 'Sex' suggest someone past the initial exploratory dating phase. Their established values (never uses drugs, won't date drug users, somewhat important religion) and emotional maturity ('usually open with feelings') align well with someone in their late 20s to early 30s who is actively seeking a serious partner. The 'totally willing' to meet in person further supports their readiness for a committed relationship.",31.0,0.0
157,34.0,0.85,"The user's strongest indicator is the desire for a relationship to last 'The rest of my life', suggesting a serious commitment often sought in the late 20s to early 40s. Prioritizing 'Love' over 'Sex' and a strong stance against drug use further support a mature, stability-oriented individual.",47.0,13.0
156,32.0,0.8,"The user seeks a relationship lasting 'A few months to a year', which indicates they are past the very casual dating phase but not necessarily looking to settle down permanently. Prioritizing 'Love' over 'Sex' and a strong 'Never' stance on drugs, coupled with being 'Usually' open with feelings, points to someone with a degree of emotional maturity and stability. This profile typically aligns with individuals in their late 20s to mid-30s.",28.0,4.0
158,31.0,0.75,"The user prioritizes 'Love' and seeks a relationship lasting 'Several years', indicating a desire for a serious, long-term commitment. Combined with 'Atheism' and an open stance on 'soft drugs' ('Sometimes' for personal use, willing to date users), these traits are commonly observed in adults in their late 20s to early 30s who are established enough to seek stable partnerships but maintain modern, open-minded social views.",32.0,1.0
159,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '16s'}]}}",53.0,
160,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '15s'}]}}",32.0,
161,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '13s'}]}}",37.0,
162,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '12s'}]}}",25.0,
163,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '9s'}]}}",28.0,
167,35.0,0.85,"The user's desire for a relationship to last 'The rest of my life' and prioritizing 'Love' over 'Sex' strongly indicates a person seeking a serious, long-term commitment, typically in their late 20s to mid-40s. Their 'Never' use of drugs and unwillingness to date drug users ('No' to q9688) suggests a mature, settled lifestyle and clear values, aligning well with someone in their mid-thirties who is actively building a stable future.",31.0,4.0
165,32.0,0.75,"The user's desire for a relationship lasting 'A few months to a year' suggests someone past the very short-term dating phase but not yet seeking a lifelong commitment, often characteristic of individuals in their late 20s to early 30s. Prioritizing 'Sex' over 'Love' and occasional drug use further supports a younger adult demographic that is actively exploring and less bound by traditional long-term expectations. Less importance on religion and rarely being open with feelings also aligns with a younger to middle-aged adult who is still figuring out personal and relational dynamics.",33.0,1.0
164,34.0,0.8,"The user prioritizes 'Love' and seeks a relationship lasting 'The rest of my life', strongly indicating a desire for long-term commitment. High importance placed on religion ('Extremely important') and personal abstinence from drugs ('Never') suggest traditional values. This combination, along with high self-confidence, points to someone mature and ready to settle down. The willingness to date someone who uses 'soft stuff like marijuana' introduces a modern flexibility within these traditional values, balancing the profile towards the early to mid-thirties.",30.0,4.0
166,32.0,0.75,"The user prioritizes 'Love' over 'Sex' and desires a relationship lasting 'Several years,' indicating a move beyond casual dating without an immediate focus on 'the rest of my life.' This, combined with emotional openness ('Always' open with feelings) and clear preferences for stability (e.g., 'Never' uses drugs, 'No' to dating drug users), suggests someone in their late 20s to mid-30s who is actively seeking a meaningful, committed relationship.",28.0,4.0
168,33.0,0.75,"The user prioritizes 'Love' over 'Sex' and desires a relationship lasting 'Several years,' indicating a search for a serious, committed partnership beyond casual dating, but not necessarily an immediate lifelong commitment. This, combined with being 'Usually' open with feelings, 'Never' using drugs, and being 'Totally willing!' to meet, suggests maturity and active engagement in finding a stable partner. These traits often align with individuals in their late 20s to mid-30s who are past the experimental phase and seeking a substantial, long-term connection.",33.0,0.0
169,31.0,0.78,"The user prioritizes 'Love' and seeks a relationship lasting 'Several years,' suggesting a desire for a serious, medium-term commitment. This, combined with a confident yet cautious approach to meeting online, an open but non-participatory stance on soft drug use (for a partner), and a clear atheist viewpoint, points towards a mature individual likely in their late 20s to early 30s who has established their values and relationship goals.",34.0,3.0
173,28.0,0.8,"The user's preference for a relationship lasting 'A few months to a year' and prioritizing 'Sex' over 'Love' are strong indicators of someone in their mid-to-late 20s, typically exploring relationships without immediate long-term commitment. Their openness to meeting, 'sometimes' drug use, and 'not at all important' view on religion also align with a younger adult demographic.",41.0,13.0
172,31.0,0.7,"The user prioritizes 'Sex' over 'Love' currently, combined with an atheistic stance and an acceptance of 'soft drugs like marijuana', which are common traits in younger adults. However, his desire for a relationship lasting 'Several years' (not just a night, but not 'the rest of my life') and being 'Usually' open with feelings suggests he's past the very early 20s and is looking for a meaningful, but not necessarily lifelong, commitment. This combination points towards someone in their late 20s to early 30s.",28.0,3.0
170,32.0,0.75,"The user's strong desire for a relationship lasting 'The rest of my life' and prioritizing 'Love' over 'Sex' indicates a focus on long-term commitment, often seen in individuals in their late 20s to early 40s. Their 'Agnosticism' and vegetarianism are common across various age groups but are particularly prevalent in younger to middle-aged adults. The 'Hesitant, but I'd certainly consider it' approach to meeting suggests a cautious maturity. Combined, these factors point towards someone who is past the initial experimental phase of early adulthood and is seriously seeking a life partner, making their early 30s a strong prediction.",26.0,6.0
171,31.0,0.8,"The user's strong desire for a 'The rest of my life' relationship and focus on 'Love' suggest a person seeking long-term commitment, often seen in the late 20s to early 30s. Their agnostic views and cautious, yet open-minded approach to dating (hesitant to meet, open to soft drug users but personally abstains) align with a balanced maturity typical of this age group.",26.0,5.0
174,32.0,0.75,"The user desires a relationship lasting 'Several years' (q41953), which suggests someone past casual dating but not necessarily seeking a lifelong commitment yet, often characteristic of late 20s to mid 30s. Their high self-confidence (q20930) and focus on 'Sex' (q35) point to a vibrant, engaged individual. The willingness to date someone who uses 'soft stuff like marijuana' (q9688) despite not using drugs themselves (d_drugs: 'Never') indicates a modern, open-minded perspective, while the 'Extremely important' religion (q41) adds a layer of tradition. These combined factors point to an age in the early 30s.",41.0,9.0
