row_index,predicted_age,confidence,explanation
47601,39.0,0.8,"The user's strong desire for a relationship lasting 'The rest of my life' and prioritizing 'Love' over 'Sex' indicates a focus on long-term commitment. Her aversion to dating drug users and high importance of religion suggest a stable, traditional outlook. The 'Hesitant, but I'd certainly consider it' approach to meeting in person suggests a mature, cautious individual, past the impulsive stage but still engaged in seeking a partner. These factors align well with someone in their late 30s or early 40s."
8537,37.0,0.75,"The primary driver for this age estimate is the user's explicit desire for a relationship to last 'The rest of my life,' which strongly suggests someone seeking a long-term, committed partnership, typically characteristic of individuals in their 30s or early 40s. This is reinforced by prioritizing 'Love' over 'Sex' and a clear stance against drug use, indicating maturity and well-defined relationship goals."
52948,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 10.185354585s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '10s'}]}}"
25275,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 3.544236019s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '3s'}]}}"
21578,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 890.563711ms.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '0s'}]}}"
17318,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 58.658268294s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '58s'}]}}"
65938,33.0,0.8,"The user prioritizes 'Love' and desires a relationship to last 'The rest of my life,' indicating a strong commitment to a long-term partnership. Their atheism and tolerance for a partner using 'soft stuff like marijuana' suggest a modern, open-minded perspective. This combination of seeking deep commitment and holding contemporary social views often aligns with individuals in their early to mid-thirties who are past casual dating."
49148,32.0,0.75,"The user strongly desires a long-term relationship (""The rest of my life"") and prioritizes ""Love"" over ""Sex,"" indicating a focus on settling down. Their openness with feelings (""Usually"") and clear boundaries (no drugs, not dating messy people) suggest a level of maturity often found in individuals past the exploratory dating phase, typically in their late 20s to mid-30s."
25780,30.0,0.75,"The user desires a relationship lasting 'Several years' and prioritizes 'Love', indicating a search for a meaningful, mid-term commitment beyond casual dating. Their 'Totally willing!' attitude to meet suggests active engagement. Combined with 'Below average' self-confidence and identifying as 'Atheism' (which is common across many age groups but often expressed more openly by younger to middle-aged adults), this profile best fits someone in their late 20s to early 30s who is seeking a stable relationship while possibly still navigating personal growth."
52062,33.0,0.75,"The user's desire for a relationship lasting 'Several years' combined with prioritizing 'Love' over 'Sex' suggests a mature individual seeking a serious, committed partnership, but not necessarily 'The rest of my life' which often appeals to a slightly older demographic. Their 'Hesitant, but I'd certainly consider it' approach to meeting in person indicates a pragmatic and cautious nature. This profile aligns well with someone in their early to mid-thirties who is past casual dating and focused on building a stable relationship."
38252,34.0,0.85,"The user prioritizes 'Love' over 'Sex' and explicitly states a desire for a relationship to last 'The rest of my life,' indicating a strong commitment to long-term partnership. Her strong religious beliefs ('Extremely important') and preference for a drug-free lifestyle (never uses drugs, won't date someone who does) further suggest a mature individual seeking stability and a traditional connection, typically found in those past their early 20s and looking to settle down."
17250,31.0,0.75,"The user seeks a relationship lasting 'a few months to a year' and prioritizes 'Love' over 'Sex,' indicating a desire for meaningful connection without immediate long-term commitment. This, combined with a clear aversion to drug use and an atheist worldview, suggests someone past the very early experimental stages of dating but not necessarily looking to settle down for life immediately, pointing towards the late 20s to early 30s."
66034,32.0,0.75,"The user strongly prioritizes a long-term relationship ('The rest of my life') and 'Love' over 'Sex,' indicating a desire for commitment. Their preference for a drug-free, orderly lifestyle, combined with emotional openness ('Usually' open with feelings) and a cautious yet willing approach to meeting in person, points to someone in their late 20s to mid-30s who is looking for stability and a serious partnership."
16766,34.0,0.8,"The user's desire for a relationship lasting 'Several years' (q41953) combined with a focus on 'Love' (q35) suggests an individual seeking a serious, long-term partnership, but not necessarily looking for 'the rest of my life' with the next person. This pattern is common for women in their early to mid-thirties who are often established in their lives and are actively seeking a stable, committed relationship. Her disinterest in drugs further supports a preference for stability."
11623,32.0,0.8,"The user prioritizes 'Love' and explicitly seeks a relationship for 'The rest of my life,' indicating a desire for serious commitment. This, combined with a willingness to date someone who uses 'soft stuff like marijuana' and identifying as vegetarian/vegan (trends common in younger adult demographics), suggests a person who is past casual dating but still aligns with modern sensibilities. The 'hesitant but I'd certainly consider it' approach to meeting in person reflects a balanced, mature caution. This profile points towards someone in their late 20s to mid-30s, actively looking to build a stable future."
21939,33.0,0.75,"The user's desire for a relationship lasting 'Several years' and interest in 'Love' suggests a pursuit of commitment and stability, typically prominent in adults past their early 20s. Their stated 'Atheism' and openness to dating someone who uses 'soft drugs' (along with 'Sometimes' using drugs themselves) are traits more commonly found in younger to middle-aged demographics. This combination points towards someone in their late 20s to late 30s, seeking a mature relationship without necessarily committing to 'the rest of my life' immediately."
46435,25.0,0.75,"The user's atheism and low importance of religion are common among younger demographics. The desire for a relationship lasting 'a few months to a year' suggests someone past casual flings but not necessarily seeking lifelong commitment yet, often characteristic of early to mid-twenties. Below-average self-confidence and rarely being open with feelings also align with this age range, where personal development and emotional maturity are still evolving."
20382,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 8.954217623s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '8s'}]}}"
24358,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 8.082038511s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '8s'}]}}"
46823,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 8.02837478s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '8s'}]}}"
11150,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 6.590865821s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '6s'}]}}"
52003,35.0,0.75,"The primary indicator is the user's desire for their 'next relationship to last The rest of my life,' suggesting a serious commitment-seeker who has likely moved past early exploratory dating. This, combined with valuing 'Love' over 'Sex,' being 'Usually' open with feelings, and seeking a stable partner (no drugs, not messy), points towards someone in their mid-thirties who is looking to settle down."
61752,25.0,0.8,"The user prioritizes 'Sex' over 'Love' and seeks a relationship lasting only 'A few months to a year', strongly indicating someone not looking for long-term commitment. This, combined with stating religion is 'Not at all important', liking 'scary movies', and being 'Totally willing!' to meet, points to a younger individual, likely in their early to mid-20s, who is exploring and not yet ready to settle down."
57738,31.0,0.75,"The user desires a long-term relationship lasting 'Several years' (q41953) and values 'Love' (q35), indicating a serious approach to dating past casual encounters. Their 'Not at all important' stance on religion (q41) combined with openness to dating someone who uses 'soft stuff like marijuana' (q9688) suggests a contemporary and progressive mindset often found in younger adult generations. The 'Higher than average' self-confidence (q20930) and being 'Usually' open with feelings (q35660) point to someone with some life experience and emotional maturity. This combination aligns well with someone in their late 20s to early 30s who is seeking a committed partnership."
65629,32.0,0.7,"The user's explicit desire for a relationship lasting 'The rest of my life,' strong religious conviction, focus on 'Love' over 'Sex,' and conservative stance on drugs indicate a mature individual past the casual dating phase, actively seeking a long-term partner, which is common in their late 20s to early 30s."
20139,33.0,0.78,"The user prioritizes 'Love' over 'Sex' and explicitly desires a relationship for 'The rest of my life,' strongly indicating a search for serious, long-term commitment. Their willingness to be open with feelings ('Usually') and tolerance for a partner who uses soft drugs (despite personal abstinence) suggest maturity and a modern, flexible outlook. These characteristics are often seen in individuals in their late 20s to late 30s who are looking to settle down and build a lasting relationship."
66763,29.0,0.8,"The user prioritizes 'Sex' over 'Love', indicates religion is 'Not at all important' and identifies as 'Atheism', and most significantly, desires a next relationship lasting 'A few months to a year'. These characteristics, combined with openness to soft drugs and willingness to meet people from dating apps, are strong indicators of someone in their late 20s or very early 30s who is exploring relationships and less focused on long-term commitment or traditional values."
58152,34.0,0.8,"The user's strong desire for a relationship lasting 'The rest of my life' and prioritizing 'Love' over 'Sex' strongly suggests someone past the casual dating phase. Their preference for a drug-free partner indicates a mature and serious approach to life and relationships, typical of someone in their late 20s to late 30s actively seeking a committed, long-term partner."
44398,31.0,0.7,"The user's preference for a relationship lasting 'a few months to a year' suggests someone past casual flings but not necessarily seeking immediate long-term commitment, often characteristic of individuals in their late 20s to early 30s. This is further supported by prioritizing 'Love' and a responsible 'Never' stance on drugs."
22233,32.0,0.8,"The user strongly desires a 'rest of my life' relationship, prioritizes 'Love' over 'Sex,' and is 'Totally willing' to meet in person, indicating a serious commitment to finding a long-term partner. The 'Never' use of drugs and unwillingness to date drug users also suggests a preference for a stable lifestyle. These factors combined point to someone past their early twenties, likely in their early to mid-thirties, actively seeking to settle down."
64884,32.0,0.85,"The user prioritizes 'Love' and explicitly seeks a relationship for 'The rest of my life,' which strongly suggests an individual looking to settle down. Her emotional openness ('Usually' open with feelings), higher-than-average self-confidence, and cautious but open approach to meeting in person ('Hesitant, but I'd certainly consider it') point to maturity and experience. Additionally, her stance against drug use indicates a preference for a stable, conventional partner. These characteristics are very common for women in their late 20s to mid-30s who are past the casual dating phase and focused on building a serious, long-term partnership."
55168,30.0,0.75,"The user's atheism, low importance of religion, and openness to soft drug use (marijuana) suggest a younger, more liberal demographic. However, their desire for a relationship lasting 'Several years' and prioritizing 'Love' over 'Sex' indicate a move past casual dating, fitting someone in their late 20s to early 30s who is seeking a substantial, yet not necessarily lifelong, commitment."
21709,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 12.649304279s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '12s'}]}}"
51305,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 7.198544048s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '7s'}]}}"
39153,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 6.242957348s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '6s'}]}}"
3994,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 3.031683107s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '3s'}]}}"
29464,32.0,0.75,"This woman expresses a strong desire for a long-term relationship ('The rest of my life') and prioritizes 'Love' over 'Sex'. Her preference against dating drug users and 'Never' using drugs herself, combined with 'Somewhat important' religious views, suggests a focus on stability and commitment. These factors typically align with someone in their late 20s to late 30s seeking a serious partner, past the exploratory phase of earlier youth."
52521,38.0,0.85,"The strong desire for a relationship lasting 'the rest of my life' and prioritizing 'Love' over 'Sex,' combined with high self-confidence and emotional openness, indicates a person past early youth, likely in their late 30s or early 40s, seeking a serious, long-term commitment."
54038,33.0,0.75,"The user desires a relationship lasting 'Several years' and prioritizes 'Love,' indicating a mature outlook beyond casual dating but not necessarily looking for 'the rest of my life' with the next partner. Her 'Higher than average' self-confidence, willingness to be 'Usually' open with feelings, and firm stance against drug use (both personally and in a partner) suggest someone who is established, emotionally mature, and seeking a stable, serious connection. This profile aligns well with an individual in their early to mid-thirties."
22532,29.0,0.8,"The user's preference for relationships lasting 'A few months to a year' suggests someone not seeking long-term commitment, common in late 20s or early 30s. This is reinforced by a current interest in 'Sex,' religion being 'Not very important,' and liberal views on drug use ('Sometimes' using, 'Yes' to dating someone who uses). High self-confidence and willingness to meet further indicate an active younger adult."
42806,34.0,0.78,"The user's desire for a relationship lasting 'Several years' (q41953) is a strong indicator, suggesting they are past casual dating but not necessarily seeking 'the rest of my life' immediately. This, combined with prioritizing 'Love' over 'Sex' (q35), being 'Always' open with feelings (q35660), and having preferences for stable, non-drug-using, and tidy partners (q9688, q358077), points towards an individual in their early to mid-thirties seeking a mature and meaningful connection."
60967,30.0,0.8,"The user prioritizes 'Love' and desires a relationship lasting 'Several years,' indicating a search for a serious, committed partnership rather than casual dating or immediate lifelong commitment. Preferences against dating someone messy or who uses drugs, combined with their own 'Never' drug use, suggest a value for stability and responsibility, often characteristic of individuals in their late twenties or early thirties who are establishing their life and relationships."
58095,34.0,0.75,"The user prioritizes 'Love' and desires a relationship lasting 'Several years', indicating a serious approach to dating beyond casual encounters, often found in late 20s to early 40s. Their atheism and openness to a partner using 'soft stuff like marijuana' (despite not using drugs themselves) align with a demographic that is typically more socially liberal and less traditionally religious, common in the 25-40 age range. The 'Hesitant, but I'd certainly consider it' stance on meeting in person suggests a degree of caution and experience, rather than extreme eagerness or complete disinterest, fitting someone who has been in the dating pool for some time. Combining these factors, an age in the mid-thirties seems most consistent."
9575,35.0,0.8,"The user prioritizes a long-term relationship ('The rest of my life') and 'Love', indicating a desire for a serious, committed partnership. This, coupled with a cautious but willing approach to meeting in person and an open-minded stance on a partner's soft drug use, points towards someone in their mid-30s who is mature yet contemporary."
62362,29.0,0.75,"The user's acceptance of soft drug use (marijuana) in a partner, their own 'sometimes' drug use, and their atheism are strong indicators of a younger demographic (late 20s to early 30s). The desire for a relationship lasting 'several years' suggests a move beyond very casual dating, but not necessarily seeking 'the rest of my life,' aligning with this age group. Their focus on 'Sex' right now and eagerness to meet in person further supports an active dating stage."
257,32.0,0.75,"The user's strong desire for a 'rest of my life' relationship and prioritization of 'Love' over 'Sex' suggest emotional maturity and a focus on long-term commitment. This typically points to someone in their late 20s or 30s. Combined with a vegetarian lifestyle, agnostic beliefs, and a preference for order (no messy partners), it indicates an individual with established values and a clear vision for their future relationship, consistent with early thirties."
32311,28.0,0.8,"The strongest indicator is the desire for a relationship lasting 'A few months to a year', which commonly points to individuals in their mid-20s to early 30s who are exploring relationships without necessarily seeking immediate long-term commitment. Other factors like prioritizing 'Sex', occasional drug use, and low importance of religion align with typical patterns in this younger adult demographic."
37455,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 10.674924575s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '10s'}]}}"
38880,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 10.208612661s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '10s'}]}}"
57187,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 5.661786009s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
6118,,,"⚠️ Failed after retries: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10\nPlease retry in 5.577800445s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
